text,rating,label
tablet great trips make sure download games shows first since internet case great kids rough technology really takes beating,5,2
product described,5,2
bought two nieces birthdays hit party love playing,5,2
intuitive user interface rapid online access well designed features light weight ergonomic buttons volume power overall thoroughly well designed excellent priced device web browsing social media,5,2
bought 75 year old mother loves easy read,4,2
ok purchased tablet specifically two year old birthday far loves gets tired kids included amazon trial videos end logging user account able go youtube really likes enjoys new tablet good tablet kids purchasing tablet free question asked replacement warranty dropped many times included foam case protected tablet every time,4,2
love new fire hd takes great photos nice size screen compact enough fit purse,5,2
great luck amazon brand batteries feel need pay big box brand name prices also loved able shipped us,5,2
going christmas gift granddaughter dont know good yet going put games ready go couldnt amazon account anything,3,1
great namebrand batteries difference seems labels,5,2
love echo tap personal alarm informs todays weather forcast local events great purchase,5,2
one best tabs kids start withrugged sophisticated,5,2
cant beat price great deal youre paying,4,2
bought friend basic needs money concern,5,2
got unbelievable deal best part library books fingertips easy simple set great im traveling,5,2
great value,5,2
wanted really like way performs,5,2
many devices require aa batteries great deal batteries last nearly well ive ever used,5,2
son crazy itnice sizegood graficsand internet conection,5,2
second kindle really enjoying purchased mainly use reader exceeded expectations check emails surf web loaded fb pintrest well linked local library borrow books ease also downloaded netflix well love change night reading much strain eyes charged 2days done quite bit reading still showing 53after 2 days purchased 16g plan purchasing micro sd card expand memory download audio books well,4,2
good batteries buy bulk security lights eat batteries nice supply hand,5,2
kids proof tablet peace mind know breaking easy,5,2
3yr old loves keeps occupied hours,5,2
bought 11 year old grandson play games,5,2
bought wife havent heard complaints think great shes happy im happy,5,2
goal get e reader allows one read light situation goal achieved reading patio beach great easy download books lightweight good battery life pluses,5,2
good use read books lightthe price lower website,5,2
hope find books electronic format,5,2
bought wife third amazon fire tablet mostly uses reading really likes speed additional features one shes happy,4,2
bought tablet 8 year oldwhen going long cars rides nice keep entertained great value,5,2
bought mainly headphones listen tv bed night avoid disturbing husband last week sometimes forget turn havent timed anything particular difference noted higher priced brand name batteriesare noticeably better inexpensive ones bought pinch also use bathroom scales weigh daily food scales used daily last long time love convenience running batteries frequently,5,2
theyre batteries theyre cheap work fine,5,2
got amazon fire 7 tablet 16gb blue 9 year old granddaughter user friendly able navigate use tablet ease great tool school work since numerous apps able use multiplication division facts great product,5,2
kindle fire hd meets reading web needs,5,2
great value,5,2
good starter tablet bad runs amazon os,4,2
bought tablet mom struggles technology fire hd8 easy setup many great features catching well learning new applications daily great value,5,2
hard time getting free apps load voice app turn seven year old accedently turned,2,0
decent tablet access kindle pretty much google apps,4,2
defective cheap third held charge died super fast,1,0
packaged 4s plastic really hard get,3,1
breaks fast wont run trail camera around 6 hours,2,0
love everything except glare great product though easy use great movie quality well wish could read beach,4,2
bought run lot home automation things 5 apps wouldnt run like expected little use,3,1
expected complains,5,2
battery life unreal much faster old kindle,5,2
right item delivered fast good price ask aaa batteries work expected,5,2
work well others,5,2
right bought charging port broke easy get tablet replaced shipped house operations friendly comes little instruction,3,1
wife wont put thing shes elder poor vision manages read,5,2
easy carry easy read easy get books download nice dictionary within book able download books newspapers magazines,5,2
junk wont charge,1,0
3rd tablet screen seems bigger one love use media internet searches needs,5,2
kindle light easy use especially beach,5,2
always buy best buy excellent productsthe workers knowledgeable sellthanks,5,2
seem last long name brand batteries,5,2
really enjoying new tablet like travel family use play game watch movies right size,4,2
gave wife christmas upgraded original kindle thoroughly enjoys,5,2
great value hopefully decent power batteries says alkaline im hopeful last well battery choice note available great price add 25 order,4,2
nice little frills tablet could better one limited amazons web browser like chrome big deal paid expect blazing fast anything like,4,2
crazy good deal batteries easily every bit good top brand name batteries kids prefer amazon batteries console controllers think says lot great job amazon,5,2
love different color choices eliminates buy case kind fast speed n awesome products,5,2
grand children loved,5,2
tablet works well kid easy almost 4 year old navigate activities hard beat case 2 year warranty,5,2
easy use great picture would recommend friend,5,2
son nabi bought learning entertainment many games downloaded didnt work without internet would shut randomly habe yet encounter problem fire download games books read work great without connected internet,5,2
batteries last 25 stander energizer dont suckered price would buy,1,0
love kindle light havent experienced nnby problems thus far wish could upload music google play,5,2
bought tablet local store nephews love,5,2
purchased amazon basics batteries mainly price shipping speed love weve used household products like tv remotes xbox controllers issues far theyve lasted 6 months tv remotes 2 month lifespan xbox controllers used daily,5,2
long lasting batteries great price,5,2
great value money,5,2
bought orange fire hd8 black friday great price husband likes lot purchased replacement previous fire 7 tablet charging issues ive heard several others similar issues hopefully model lasts longer improved charging port,4,2
cheaper others work good better,5,2
bought daughter keep busy car flights works great good content,4,2
great tablet children lots great options regulate content available children,5,2
great batteries good price,5,2
bought affordable alternative ipad mini liked expandable storage option size super easy use unfortunately granddaughter wanted ipad mini go apple products ended returning hindsight shouldve kept,5,2
slightly skeptical giving 1 year old fantastic durable learning tool progressing quick,5,2
purchased two christmas presents children researching child friendly tablets robust controls keep away undesirable content found 7 fire kids edition looking specs reviews found unsure mostly interested freetime application research found available fire models also came across new fire hd8 power better screen far better battery life affordable price point gave shot im glad didi fire hd8s locked freetime mode activities done ones approve want pick either unlock access netflixamazon prime anything else desire currently reading goals set must achieve able access videos games limited x amount time per day freetime also bedtime feature disablesenables use tablets designated times amazingthe hardware exceptional screen resolution excellent responsive battery life spectacular advertise 12 hours battery life depending screen brightness last almost long regularly con think cameras subpar thats purchased tablets nonissue myselfsome reviews read cited internal storage easily filled freetime content installed 128gb sd cards also purchased rugged childrens cases amazonthis probably one best purchases made long time sound silent children reading day priceless,5,2
kiddo loves tablet shes 1 12 knows work well look sometimes see apps didnt download lol good thing first year free durable well great product overall wouldve liked different color blue stock got great price sale plus certificates use,5,2
comparable brands,4,2
liked idea kindle tablet one,4,2
good expensive stuff,5,2
great entry tablet want dish hundred dollars look fire table,4,2
amazing quality performance price buy amazon batteries,5,2
alkaline batteries appear good quality provide excellent power output devices time tell provide long life storage without leaiagel,4,2
3 12 year old grandson son loves big game calls,5,2
son using computer got never looked back,5,2
needed,5,2
great value,5,2
batteries literally last 15 minutes inside device put researched product told way spend 50 recharger batteries personally buy batteries spend spent whole buy whole product recharge worst amazon product ever wasted money,1,0
great product got good price would recommend,5,2
held getting tablet wish done sooner amazon fire 8 great easy use,5,2
great batteries dont waste money buying name brand batteries,5,2
great resolution video easily connects firestick throw looking tablet tv easy interface amazon app store good google play close,5,2
easy set use love take screen large enough read easy,5,2
low price speedy sufficient storage spacewhile doesnt google play amazon app store apps workable alternatve,5,2
got mainly watch tvmovies battery life best devices used date,5,2
nice tablet use basic stuff alot things love,5,2
excellent value lets lug favorite books around read whenever wouldnt without,5,2
far work great lasted days trail cameras like price,5,2
bout kids kindle actually mother dementia simple enough use yet protects unwanted purchases becoming overwhelmed cover nice touch preloaded games apps really worth price difference though connivence sake probably better investment purchase regular kindle case separately im sure theres app settings make device kidfriendly screen clear theres lag pushing buttons,4,2
im pleased tablet bought second one father love,5,2
wife loves easey convert files old kindle fire,5,2
works better big name brands,5,2
reading voyage pleasure much convenient carrying around actual book love read bed without disturbing partner backlight makes reading pleasure whether dark outside sun truly well worth price serious reader love several books available never run reading material doctors plane,5,2
good bargain great price last long brand name batteries,5,2
nice sturdy case good way start children tablets,5,2
good batteries x box wasnt played 24 7 could save money,5,2
dad first time user anything techie really enjoyed,5,2
son loves tablet proudly proclaims everyone meets check cool tablet especially loves freetime app,5,2
really good kids use kids lock dont see dont suppose see love,5,2
good battery price,5,2
great product great price point,5,2
great,5,2
love kindle everything wanted,5,2
great deal work well familiar name brand battery long life,5,2
good little kids runs little slow though,3,1
good product good price,5,2
amazon apps preloaded plus love alexa app helpful couldnt find netflix apps,5,2
decent battery price mostly use rechargeable batteries found kids throwing away rechargeables look similar alkaline cousins everyday item eat better majority batteries life job items change maybe every 6 months use rechargeable,5,2
great sound functionality minimal kinks programming love bedroom,5,2
dead im baffled,1,0
tablet far exceeded expectations price way lower tablets everything need want,4,2
glad got son 5 12 years old fire kids edition tablet extremely durable provides hours educational entertaining fun,5,2
great price good quantity job would definitely order product,5,2
everything want tablet size good price great,4,2
great product solid got gift family,4,2
batteries batteries,5,2
great batteries great price fast shipping,5,2
purchased tablet christmas gift niece loves,5,2
item exactly looking perfect size home travel loud size,5,2
first ereader best choice could ever made,5,2
good price seem last well premium brands though done controlled tests prove statement,5,2
love tablet love set limits daughter loves tablet enjoys every single app,5,2
kid goes like water expensive ones dont last much long go brand,5,2
arrived time described good product,5,2
original kindle decided upgrade aais functional easy use,5,2
great deal many batteries amazon wonderful,5,2
bought replacement 7 faster better display best upgrade,5,2
niece going love great price nice color,5,2
nice,5,2
gave fair chance fact simply last long duracells ive gone half pack purchased easily replacing batteries twice fast devices use wont repurchase,1,0
3 year old daughter loves playing fire apps entertaining easy enough usethe thing difficulty accessing youtube internet,4,2
delighted puchase,5,2
charge really bad used super quick dont last buy,1,0
bought daughter christmas know like playing games,5,2
lot price havnt used yet,5,2
great batts,5,2
duds bought christmas could stick toys one worked tried items make sure wasnt toys batteries nope batteries give one star reason got time box triple batteries dont work glad caught christmas would disappointed children christmas,1,0
great cheap batteries lasts long duracell,5,2
shipped lightning fast never buy another big brand battery especially bulk use gone pack plenty juice long lasting,5,2
pretty fast reliable video quality great,4,2
satisfied,5,2
kids love purchased 3 one time seem really durable,5,2
wanted simple reader east transportability use although still occasionally use tablet read wanted something light weight havent tested sunlight far love smaller size simplicity,5,2
son loves time loves games always trying download things time,4,2
always ipad person im fine easy use inexpensive,5,2
fire excellent table many basic tasks,5,2
battery fine purchased thought rechargeable shame noticing thought looked like rechargeable ones purchased bought prime day 6 thought getting great dealdisappointing dont normally buy regular batteries go thought like water thomas trains toys wish noticed difference,3,1
batteries work,5,2
work,5,2
second one bigger better easy pie set,5,2
product worked described issues performance simple setup perfect web browsing videos,5,2
last long never,1,0
tablet best buy money great apps great picture,5,2
good brand name,3,1
great tablet picture super sharp easy read,5,2
batteries died quickly compared energizer duracell spend little get lot battery life,1,0
bought couple baby toys far worked great much cheaper compared popular brands,5,2
great price,5,2
easy use lightweight would recommend anyone,5,2
easy 3 year old navigate like adult kid use,5,2
wife likes read different kind books,5,2
good product price many things done fire 8 dreamed,5,2
talk 32g glad used kindles past 5 years love love color well,5,2
put batteries 10 12 window candles bought put last 2 duracell 2 amazon batteries lasted 10 days duracell lasted 12 since ive experimented see consistent duracell last average 17 longer,3,1
great kids easy block purchases even better amazon prime,5,2
idea badly needed affordable batteries house thank,5,2
good price batteries,5,2
useful,5,2
person say alkaline batteries work dont im happy performance would take really carefully planned load testing compare performance brands seems good,5,2
always content best buy products would definitely recommend,4,2
batteries work well name brand batteries last long much better price point purchased company impressed purchased batteries aaa aa personal amazon account home use paid bulk package 48 would 8 pack name brand batteries come sturdy cardboard box comes handy neatly storing amazon also printed size batteries side box making easy grab ones need never asking insert size batteries theyor even worse borrow battery one device work another,5,2
works great would recommend anyone looking good product kid friendly,5,2
kindle voyage 6 better real thing wearing first generation kindle home knew wanted something versatility original added features background light big plus allows wife read night without keep lights great ereader right price,5,2
replaced older kindle great product,5,2
bought price turns great tablet easy use great screen resolution,5,2
much sleeker touch response better even wifi connection seems faster might due new processor increase ram,5,2
overall design makes fir nice hand easy setup features utilize previous fire tablets like camera blue shade ability like read bed color really help wind long lasting battery,4,2
batteries ok dont last long duracell die usually instantly one moment seem work fine next moment outputting half power would say half batteries simply died used warning gradual loss power simply dead also seem marginally shorter brandname batteries honest havent measured suffice say ive decided would rather spend extra cents per battery brandname batteries simply worth savings opinion ive similar experience dollar store batteries,3,1
good quality low price,4,2
kids love kindles amazon freetime allows access tons age appropriate content love games apps videos available based age reason give 4 stars due charging connectors kid friendly kids bent upon first time unplugged devices otherwise kindle kids amazing,4,2
sharp screen thats big small takes getting used normally use iphone prepared ads must reason sell low price slim profile heavy enough feel substantial high quality hard find cases physical stores,5,2
best learning tool get young child get hooked tablet,5,2
tablet great battery satisfactory case works great within 10 minutes opening tablet grandson dropped damageeasy use highly recommend,4,2
inexpensive aaa batteries delivered door mean whats awesome,5,2
device performs great price really steal affordable easy use,5,2
love free time feature definitely going end subscribing free year trial 2 year old loves control long shes,5,2
like lot works well everything need would like bigger selection apps,4,2
great product u cant beat price anywhere,5,2
great batteriessave dough use vs name brand havent bonknbatteries thru amazon yet,5,2
think money ive spent far batteries actually bit furious buy batteries sorts things family think batteries along shouldve bought along time ago amazon basics batteries definitely worth buy get size need need get enough simple package meets demands need easier open worth price amount batteries get even smaller package would pay quite bit larger popular brands batteries perform like othersthese tested everything small toys two xbox controllers please die unexplainably unexpectedly plain workim ordering larger package think subscribe save option great monthly restocking staple item used time,5,2
batteries last long time leak even runs juice use power remotes nightlights experienced problem whatsoever,3,1
good buy good quality last long copper top get twice quantity,4,2
great last long time,5,2
great price batteries work,5,2
granddaughter loves tablet toddler friendly,5,2
im tough dishwashers one seems challenge never another brand,5,2
utterly worthless staying power,1,0
great product great service,5,2
makes great gift children love never put,5,2
purchased batteries boyfriend split open ruined uses 20000 portable modem would sent back happened 30 day return window,1,0
good price,5,2
good value,5,2
love kindle fire 7 tablet wonderful awesome,5,2
theyre bad value theyre cheap drain much faster would like hate throwing dead batteries away anyway recycling options 4 drained day running tiny string led christmas lights,1,0
easy eyes smaller even better earlier versions,5,2
love hd8 extra inch makes huge difference hd7,5,2
purchased tablet grandson two years old loved power cord tablet hook didnt work long taking back replacement long connection stays snug great tablet,5,2
recommend,5,2
price great tablet got wife christmas loves,5,2
use batteries mainly wireless mouse kid toys gotta say im satisfied perform battery manufacturer tried past highly recommend,5,2
really love tablet toddler things kickstand may lag times way lock screen movie cant exited great tablet,4,2
works great lasts long,5,2
amazon tablet links amazon prime account watch movies listen music,5,2
bought step sons positively love easy navigate draw back capability download games memory close full,5,2
purchased young girl love perfect games,4,2
2nd kindle happy price right could resist buying another,5,2
really like complants gives many choices try pick apps,4,2
high performance batteries,5,2
love kindle fire hd8 various profiles accomodate people uses family household also easy set,5,2
decided try private labeled batteries work excellently already purchased different size,5,2
well second order batteries thru amazon energizer good ones store,3,1
great learning tool kids love fun share time kids laughing learning,5,2
product user friendly much less kid friendly took back samsungs,1,0
purchased office everyone apple mouse uses aa batteries found changing batteries mouse almost every month batteries yes work long purchased september blew 25 months 16 employees duracell batteries purchased last much longer several months instead one month,3,1
best value batteries,5,2
even though bans brand batteries last use two pack still going month,5,2
cant go wrong quality good brand name products,5,2
great granddaughter loves easy use holds charge well,5,2
needed hurry dont last long,3,1
fast delivery far light well hope last long,5,2
work great,5,2
put two batteries wireless mouse less two hours use burned mouse quit working went check batteries literally burned fingers trying get throw rest away never buy againi know ill never get money back ill write lesson learned,1,0
good,5,2
great product pay batteries work fine cheap thanks amazon,5,2
second kindle voyage dropped first one broke glass screen bought new one highly recommend voyage also recommend buying good protective cover extended warranty,5,2
great product exactly ive come expect kindle readers,5,2
good price seem work fine,5,2
great deal,5,2
looking good tablet 100this deliveredgetting used amazon apps lol,5,2
batteries exactly would expect issues lasting long would recommend anyone looking purchase batteries,5,2
great tablet reasonable expectations definitely pay extra 20 total 69 get 16 gb tablet fastest tablet definitely quickly sorts business spreadsheets applications etc everything ipad etc price point cant beat people say cant download chrome google playstore wrong tablet fire without rooting ability add 128 gb card brainer want play games watch moviestv surf net email etc know lot people dislike amazon products obviously one,5,2
gift,5,2
bought daughter keep busy car flights works great good content,4,2
really pleased picture size durable toddlers granddaughter smaller one upgraded one pleased great price,5,2
great buy money batteries work well ive gotten past best part inexpensive run feel like youre running bank account,5,2
money tablet great display allows pretty much lots expensive devices capable,5,2
wife loves reading books good size,5,2
great,5,2
great bad price,4,2
batteries work long pretty much base battery quality long last wireless mouse generally replace home mouse every 56 months purchased amazon basics aa performance alkaline batteries 312 months ago time ive replaced home mouse battery 3 times 3rd yet today daughter also gone 2 batteries mouse well though spends time laptop touchpadthe shipping fast get several batteries low cost think economical way go spend little extra name brand dependable batteries last 23 times long,2,0
good deal great product affordable tablet well known trusted brand,5,2
great tablet kids love time tablet restricted,4,2
work great much affordable pack last 2 months thats nobody else buys batteries house take mine become expensive habit work well better brand used buy ill buying sizes hand especially since dont break limited wallet,5,2
usually buy bricks batteries frys electronics amazon gift card figured would give shot make devices work,4,2
far good charge seems decent afraid wouldnt last long havent replace yet price im happy,5,2
purchased kindle fire hd 8 purchased use 5 8 yer old grandchildren basically use play amazon games download,5,2
love,5,2
grandson loved 4 perfect,5,2
best tablet hands bigger screen great new features alexis also lots storage well,5,2
many batteries box amount money pay batteries store would cost way seem packaged well conveniently took one star batteries seem last long expensive batteries could pack used see rest work money think good deal,4,2
cheap work well batteries,5,2
first kindle works great use mostly reading email amazon shopping,5,2
tablet works great nice big size good battery power problems using,5,2
daughter tablet almost 2 months works well,3,1
kids feature great 18 month old takes everywhere love block unwanted content profile kid friendly,4,2
great quality,5,2
daughter loves tablet takes every,5,2
tablet works expected apple warranty joke read fine print dont cover problems tablet learned hard way,3,1
batters work well great price,5,2
amazing best gift ive bought grand babies far,5,2
nice device like use read books online,5,2
runs smoothly entertaining perfect size,5,2
going store batteries far working fine,5,2
first bit skeptical sensitivity touch screen new kindles great reading smooth quite please purchase,5,2
already fire didnt enough storage space tablet solved problem however im unable download dropbox already installed previous tablet tablet little different however figure could install one drive put photos program otherwise good tablet,4,2
great batteries great price last long expensive ones buy,5,2
low quality batteries die using times better go big brand name,1,0
5 year old loves kids fire edition kindle easy use,4,2
great product price paid highly recommended,5,2
batteries dont last long,4,2
works intended lol,5,2
sturdy little people might drop easy read,5,2
love tablet pretty much every thing ipad,5,2
work great great price cant beat seem par low mid tier brand battery live cant complain,5,2
tablet definitely worth every dollar extremely well priced easy use download items apps,5,2
great tablet got black friday amazing price downside lot features available amazon prime audible members expensive membership fee selection apps limited hand itaos inexpensive alexa app useful games run ok display photo quality good itaos easy handle music books recommend additional memory card use 128gb works fine,4,2
excellent,5,2
good battery great price,5,2
great,5,2
cheap convenient,3,1
experience worst batteries ive ever purchased sure manufactured second hand half pack died within one use new mom depends quality longevity good battery childs needs never order product ever,1,0
son requested birthday gift enjoying everyday,5,2
bought fire 7 year old loves,5,2
quality batteries great price thank,5,2
bought kindle books amazed overall features kindle features tab,5,2
bought kindle oasis wife 37thanniversary gift enjoys reading thought able adjust text size would nice tried days didnt care writes notes margins wasnt happy way kindle notes reading think would nice product,4,2
far goodgood price good performanceso far,4,2
tablet 2 year old son great learning game hes learning read much,5,2
nice value average life,3,1
already kindles know great son going live,5,2
batteries perform better expected impressed,4,2
less 6mos started seeing lot leakage,2,0
tablet good beginners like read,4,2
liked much got 2 battery life amazing buy ever go sale 8 grandkids would perfect,5,2
device awesome bought 6 year old son christmas loves problem fire older version also poor selection apps games amazon offers get better apps games load google play store onto,4,2
dont last long duracells,3,1
tablet great ebooks small apps kid friendlyi feel like runs slower apple products cant beat price overall,4,2
great value,5,2
tablet easy use kids homework play games watch movies,5,2
smaller version decided upgrade next size,5,2
purchased gift mother amazon fanatic loves made christmas year,5,2
power things cheap,5,2
great batteries unbeatable price,5,2
really enjoyed product books music weather news finger tip big part life use train breaks work home,5,2
got tablet sale 5999 best buy got webroot internet security free purchase high end tablet works really great many things price cant beat,5,2
great price lasts long leading brands batteries,5,2
bought mother mothers day absolutely loves uses everyday best thing ever bought,5,2
searched online inexpensive aa batteries amazon cheapest found far performing well buy,5,2
bought gift christmas love,5,2
bought three year old bought new car tv loves download shows movies watch others wifi,5,2
works would thinkgrat price,4,2
batteries nothing special bad,5,2
fast delivery works expected,4,2
great learning tool extensive amounts material use accident proof bumper big plus,5,2
great price basic batteries much better option grocery store comparable price warehouse storethey seem last decent amount time well,5,2
really hoping would faster inexspensive tablets ive mainly use email though job,4,2
nice price,5,2
son loved lot educational apps videos help lot,5,2
thanks,5,2
works well fully functional would recommend,4,2
fire good tablet portable size bought couple gifts well,5,2
cheap easy batteries easy open package also recyclable good storage perfect toys child adult toys constantly using batteries wish amazon offered package prepaid return postage recycling would pay extra dollar something could pack back box ship back amazon recycling hear amazon,5,2
great batteries seem last long timedisclosure given opportunity review product received discountedfree honest unbiased opinion affiliate manufacturer seller amazon receive monetary compensation reviewing item understand importance honest customer feedback rely great deal customer reviews integrity product review write based personal feelings andor opinions anyone elses hope shared described experience helped buying options find review helpful please select yes thank,5,2
batteries average man,5,2
adequate,2,0
confusing would nice manual online,4,2
sudden stoped charging used times short time purchase get replacement best helped,3,1
got product granddaughter im 1 grandma,5,2
needed,5,2
light easy read could pixles like paperwhite looks still pretty much like book battery lasts forever without sale little bit overpriced,5,2
full energy,5,2
great price love extra batteries around house christmas time,5,2
ever needed double batteries well look,5,2
right size carry around really like tablet,5,2
bad new kid tablet world screen times difficult swipe games nephew seems like,4,2
okay apps stripped versions hdfire inexpeisve get pay os pretyy premitive hardware fell nice would say perfect device older younger person,5,2
best bang buck,5,2
grandson happy pleased fire tablet able download start playing within minutes purchase would buy another need existed,5,2
features several ways ipad android tablet really powerful,4,2
works great rinse hot water remove lint hair let dry sticky like new ready use,5,2
batteries good value enough said,5,2
nice product like color screen clear,5,2
use mainly reading ebooks browsing however wished apps available also unlocking tablet ads shown lockscreen tab locked stops streaming ads pay 15 disable ads permanently recommend basic use want use games apps would recommend stronger tablet like ipad samsung galaxy,4,2
ive wanted kindle decided get bb put sale disappointed,5,2
didnt find useful 4yr old daugter returned dayall games r kiddy games,2,0
good,5,2
love new kindle would recommend everyone many features love size,5,2
daughter turned four loves reading books watching movies playing games fire short battery life compared big name brands still good usually around five six hours included amazon free subscription great lots great content disney quality brands,5,2
good deal works great,5,2
ill keep relatively brief use rechargeable mainly eneloop batteries almost everything every awhile though something doesnt need expensive batteries exposed rougher conditions like remotes outside hose timers want something disposable work well would buy,4,2
son 18 months kids nice quiet,5,2
buy batteries great long lasting batteries,5,2
limited use dont want enroll amazon,5,2
easy use kids love downsides lack certain apps speakers weak great tablet 100,4,2
arrived time described good product,5,2
good name brands,5,2
grandkids love 3 one bought,5,2
4th kindle easily best one ive ever comfortable hold compact surprised small screen size kindles may look costly first remember getting cover additional battery,5,2
amazing daughter loves reading watching netflix going online look things etc loves touchscreen aspect settings advanced user friendly easy navigate lots great features low price negative camera best quality thats important,5,2
fine far tell probably private label version major brand counting amazon brand assuming identical batteries brands good price course 5 stars really reflect trust amazon,5,2
good name kind,5,2
wrong item,1,0
great deal far issues,5,2
bad amazon turned tablet big advertising tool many apps dont work camera good,1,0
love recommend friendsfound good padyou take good photos face time well texta vary llite tablet comes number colorsyou also use doors polarizing filter,5,2
amazon fire hd8 great buy inexpensive delivers great quality give 4 rating 5 advertisements lock screen may welcome ads others overall tablet great battery life several days minimal usage battery lasts 7 12 hours average usage including video,4,2
batteries alot better thought would bought thinking would burn quick wrong lasted longer batteries using bought use quite bit xbox controller kids remote control cars good batteries good quality price suprised,5,2
child loves kindle user friendly child adult,5,2
price right,5,2
bought mom enjoys checking email facebook enjoys playing games,4,2
lasted average amount time batteries normally use xbox controllers definitely worth price tho,4,2
never fallout 4 excursions interrupted cheap gas store batteries nothing cats raider smashing thanks amazon,5,2
works well looks great kids limited internet access though,4,2
bought daughter like security features enjoys peace mind,5,2
good name brands maybe better use holiday decorations still going strong,5,2
dead,1,0
outstanding,5,2
easy download read enjoy reading take anywhere without heaviness book,5,2
easy use tablet good price great beginners well intermediate users fun,5,2
great batteries completely exceeded expectations,5,2
batteries seem last good amount time good value much better going wholesale place ending pack 50 dont work,4,2
excellent quality durability young child,4,2
else say amazon rocks batteries,5,2
tried various battery powered devices fail quickly wont use dont like dispose dead batteries,1,0
found christmas decided order childrens toys required batteries cant beat price amount get work expected long lasting opinion box come extremely convenient compared battery packaging,5,2
bought 25 year old son christmas loves,5,2
size pretty well made product produces great sound love portability,4,2
kids love itwatch youtube netflix itgreat streaming,5,2
good sanyo eneloops,5,2
broke 3rd generation kindle many years get new onethe new kindle features intrusive format hard get books loaded deleted collected even turn pagean inadvertant tap wrong part page twitchy finger youre rabbit holei really want reader another tablet,3,1
kindle great reader recommendable people,4,2
ok,5,2
bought gift someone travels often loves said quality expected,4,2
really easy use nice size works great affordable price extra card slot storage bright screen good speakers easy download apps,5,2
unbeatable price havent tested depth seem last long name brand aas,5,2
cheaper price kindle love tablet,5,2
many different options reading use,5,2
using 3 version cable works great work well external seagate 30 drive connected worked flawlessly cable sturdy gold plated better connectivity assume helps real way test homethe cables priced similarly competitors nice thing amazon product sure return policy would simple quick one word caution make sure devices connecting usb 30 side fit 20 socket b side check devices documentation good use cable devices usb 30 create bottleneck 20 sideotherwise great little cable cant go wrong,5,2
seem last long brands,5,2
loving fire tablet using everyday home work break,5,2
bulk batteries must three kids two twin toddlers battery operated toys save sanity wish toys rechargeable though toy companies catch us rely amazon basics provide us need efficient cost batteries last long time energenizer batteries bit longer lasting suit fine get subscription,5,2
great learning tool extensive amounts material use accident proof bumper big plus,5,2
decent find last 20 less duracell batteries considering cost difference actually worth,4,2
havent noticed different batteries duracell energizer perhaps theyre lasting little longer recommend product,5,2
great product inexpensive great gift children,5,2
good product far,4,2
good performance batteries,5,2
loves one first kindles uses daily new one surprise enjoys color cookbooks clarity washington post added feature fact easy use,5,2
good value never one leak go bad keep refrigerator longest life,4,2
batterys charge ran quickly,3,1
useful triple rechargeable batteries always come handy,4,2
good dont last long time,4,2
1 12 yr old uses tablet easy use setup love put age pulls age appropriate battery last long heavy duty,5,2
got 48 pack usedd faster thought wouldso im ordering im ordering,4,2
bought work fundraiser recipient enjoyed,4,2
good value money use kids toys remote controls work fine heavy discharge items like flashlights tools last long compared premium brands dont trust smoke detectors either,2,0
exactly need power million battery powered kid toys good price great value always something useful around,5,2
kindle fire good product happy purchase difficulty buying books difficult understand initially,4,2
use tablet control music surround sound home speaker system works great purpose streams directly receiver lag fits perfectly wall great device purpose,5,2
great alternative expensive ipad prefer paper white reading great everything else,4,2
excellent resource children video streaming wifi using mobile hotspot kids,5,2
bought 2 year old since kept fighting sisters ipads great alternative cost much less 12 months freetime great prime members get big discount continue service 12 free months build quality great free child bumper works great well also comes free 2 year warranty amazon piece mind case kid breaks hard included bumper great product,5,2
works described,5,2
good age appropriate learning tool kids variety apps kids download keep getting bored overall good tablet kids,4,2
got tablet dad old tablet bit dust loves great tablet features,5,2
works perfectly,5,2
order,5,2
love product perfect size travel take everywhere great watching videos well,5,2
hard time tablets 8 year old loading apps since around 34 years age far tablet survived everything except constant draining battery used,5,2
tablet served purpose keeps little one entertained age appropriate sites apps,4,2
greatest small tablet wanted something convenient,5,2
surprised learned capabilities device husband access desktop things couldnt device,5,2
know theres separate product page origami cover worth mentioning official cover origami cover ugly skeptical actually love weird opens flipping top like notepad actually makes comfortable hold cover open opinion hard describe lot ways hold voyage attached cover generally comfortable use origami part case works great well stands vertically horizontally youre laying reading amazing,5,2
good tablet young kids battery life could better,4,2
excited get batteries amazon definitely worked magic item shipped less 24 hours arrived supposed packaging great loved box close separately packages packs 4 amazed product reviewed definitely recommend thanks much amazon,5,2
children love tablet good price apps come great,5,2
product light thin doesnaot built light,4,2
daughter loved nd love leaves phone alone,5,2
got tablet black friday decent price 8 inches add space micro sd easy use,5,2
someone recommended us 3 4 year olds bought two gifts best buy best prices kids love,5,2
bought donaot regret one bit super fast crystal clear picture,5,2
big small right taking movies music go bought go amazon prime membership popped 128 gb mini sd card plenty storage,5,2
amazon basics thats needs said,5,2
son loves tabwet lol hes got plenty pj masks episodes games plus much,5,2
got 7 year old daughter loves read plays videos cant hasnt found way break yet well done amazon well done,5,2
perfectgrandson age 16 months loves worries dropped,5,2
great deal,5,2
long wifi available little beauty helps keep working camera aint much write home didnt purchase feature easy use healthy battery long time charging,4,2
tablet great glad purchased item,5,2
recommend tablet like lot perfect size perfect price,5,2
great,5,2
meet expectations,4,2
love apps old fire stood significant weartear drops im expecting one 2 year warranty gives piece mind,5,2
everything wanted great value price,5,2
